,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,CGPA
1100,10,7,6,5,6,8,8,7,9,10,9,9,9,9,10,5,10,10,6,5,6,8,7,7,8,8,10,7,9,8,9,9,5,6,6,6,5,8,8,5,8,9,6,5,10,10,5,7.559375
1101,5,7,10,10,8,8,7,8,7,8,7,8,8,10,10,5,5,5,5,7,6,7,7,8,5,9,5,9,7,5,5,8,7,5,5,8,7,10,10,6,7,5,10,8,9,10,10,7.375
1102,5,6,9,9,8,7,6,5,10,8,6,7,10,10,7,5,10,9,7,9,10,6,6,8,6,10,6,5,9,9,6,8,7,5,6,9,6,7,7,7,6,5,9,8,8,10,10,7.840625
1103,8,9,6,5,6,9,7,8,10,5,5,7,5,6,8,8,8,5,10,6,7,7,6,8,8,5,7,6,7,5,9,8,5,6,10,6,6,9,10,7,8,8,7,6,5,8,8,7.125
1104,6,9,5,9,6,10,8,9,10,5,6,7,5,7,9,9,9,7,10,5,8,9,6,10,7,5,6,7,6,7,5,9,7,9,8,5,8,5,5,9,10,7,7,5,6,6,6,6.95625
1105,6,7,5,7,10,9,8,8,10,9,9,8,9,5,6,6,6,6,5,5,8,5,8,10,7,5,5,6,8,10,5,10,9,9,5,9,9,6,7,8,6,8,8,5,7,8,8,7.46875
1106,8,10,6,6,7,10,9,7,8,9,10,10,8,7,5,10,9,10,9,6,5,6,8,7,7,5,9,8,5,6,8,6,6,7,10,6,8,8,10,7,5,10,10,7,5,7,8,7.421875
1107,10,7,6,7,10,6,10,10,8,8,5,5,8,6,8,5,10,9,8,8,8,8,6,5,6,5,9,5,9,8,7,9,9,7,5,8,7,8,6,5,5,5,10,6,5,7,8,7.18125
1108,8,8,5,6,10,8,10,7,8,8,10,6,9,5,10,5,6,8,7,9,7,9,9,6,9,7,9,9,10,8,5,7,5,10,7,6,10,7,5,8,10,9,6,7,7,6,8,7.615625
1109,10,7,8,9,10,5,8,6,7,7,5,5,9,7,10,8,8,10,8,6,10,5,10,5,5,6,9,6,9,7,5,6,8,10,10,9,10,9,10,5,10,6,10,7,5,10,6,7.653125
1110,6,10,10,5,6,10,7,9,9,5,10,8,7,8,6,9,6,5,5,8,10,8,5,6,5,7,10,10,5,8,10,9,6,6,8,9,6,5,8,10,6,5,5,9,6,10,10,7.575
1111,8,5,10,7,5,9,10,5,7,9,6,10,5,8,7,7,6,5,5,7,6,9,8,8,10,6,7,5,5,5,5,10,9,10,9,8,5,10,9,10,6,10,10,5,10,10,5,7.30625
1112,8,10,7,5,8,10,10,9,9,8,9,9,8,6,10,10,10,5,5,6,9,10,8,10,5,5,5,7,9,7,8,10,8,6,8,9,8,6,7,10,10,10,8,8,6,10,5,7.55625
1113,9,6,9,7,6,6,5,5,8,6,5,6,8,9,9,7,7,6,5,7,6,6,6,5,5,8,6,8,10,5,6,5,9,5,8,9,5,8,6,6,9,7,9,10,10,5,7,7.096875
1114,6,9,7,7,6,10,10,6,5,6,8,5,8,6,9,6,9,9,6,7,5,6,9,7,8,6,9,9,7,9,10,7,7,5,10,9,8,7,5,8,7,6,8,8,10,5,9,7.390625
1115,5,8,5,9,8,5,8,10,7,9,6,5,8,10,6,9,5,8,5,8,10,8,10,7,5,9,9,7,5,10,5,5,7,8,7,10,5,9,7,8,5,10,7,8,9,7,7,7.39375
1116,8,8,7,8,5,6,8,8,10,7,8,6,8,10,8,6,5,10,6,10,6,7,8,10,7,7,10,6,10,10,7,8,5,6,5,6,5,8,6,5,6,5,9,5,5,10,9,7.30625
1117,8,5,6,7,9,10,7,6,7,10,9,6,10,9,9,7,10,9,10,9,9,6,5,10,8,10,10,10,8,5,7,10,7,5,8,7,9,5,9,9,6,10,9,7,8,9,10,8.009375
1118,6,8,10,10,6,7,6,5,6,6,7,7,5,8,7,8,10,9,9,10,7,9,6,9,9,5,9,10,10,10,5,9,10,7,6,7,6,9,9,6,5,10,6,8,10,6,6,7.5625
1119,5,9,7,7,7,5,7,8,10,10,10,8,8,5,9,9,6,6,10,9,10,6,6,6,5,7,6,8,10,5,8,8,9,5,7,7,5,6,8,10,9,8,9,8,6,7,8,7.634375
1120,5,6,5,6,8,5,7,5,10,6,8,6,7,6,9,10,7,6,8,8,9,10,5,5,9,9,10,6,8,10,5,6,10,5,5,8,10,10,6,5,9,5,7,10,9,5,6,7.36875
1121,6,10,7,5,5,7,6,5,10,10,8,5,6,6,10,10,7,6,8,7,8,9,10,10,7,7,9,10,5,8,10,8,5,10,7,5,5,10,6,7,9,6,9,10,10,6,9,7.4875
1122,10,6,7,9,8,5,5,10,10,5,10,8,9,7,10,10,6,9,9,6,10,5,6,5,6,10,9,8,9,5,10,9,6,10,10,6,5,6,10,9,9,10,10,8,9,10,10,7.99375
1123,5,10,10,6,6,8,8,9,6,10,7,5,8,10,9,10,8,10,8,7,6,8,10,10,5,6,10,10,5,10,10,9,9,6,8,10,5,10,5,10,6,6,8,7,7,10,10,7.746875
1124,6,8,7,8,5,9,7,9,6,9,6,7,5,5,5,8,5,9,9,5,9,9,9,9,7,8,10,7,9,5,9,7,10,5,7,6,7,7,9,10,7,6,7,8,5,8,5,7.3125
1125,5,9,9,7,5,7,10,9,6,9,10,6,7,8,6,10,6,9,6,5,6,9,10,10,7,7,9,9,10,7,6,8,6,10,9,5,6,9,6,5,5,6,8,6,8,6,10,7.6125
1126,10,8,6,6,7,10,7,8,7,8,7,7,8,8,9,7,8,7,9,5,7,9,7,6,8,10,6,5,9,10,10,10,6,10,7,8,6,8,8,8,8,6,6,9,5,6,9,7.50625
1127,7,10,10,6,5,6,5,8,8,8,5,9,9,10,6,6,8,9,9,9,7,5,9,10,5,6,7,8,7,5,6,7,5,10,8,8,6,7,5,10,7,9,10,8,8,8,6,7.3875
1128,9,7,5,6,10,7,10,10,7,10,9,9,5,6,5,5,9,10,7,9,10,5,6,6,9,10,7,8,9,8,7,5,10,10,7,10,7,7,8,7,6,10,9,9,7,10,9,8.0
1129,10,6,6,10,6,7,9,8,10,8,8,9,5,9,9,6,9,5,9,5,8,7,7,9,10,8,6,7,5,5,6,8,8,10,10,6,10,10,7,5,5,7,5,9,9,9,10,7.7375
1130,5,10,6,8,7,9,5,8,6,7,7,6,9,8,10,6,8,10,10,9,6,7,10,10,8,9,7,7,8,8,9,6,8,9,6,5,9,5,10,9,9,7,5,8,5,8,8,7.54375
1131,10,8,6,8,10,7,7,8,7,9,7,5,8,9,6,6,10,6,9,9,8,5,5,5,5,8,9,5,7,10,9,6,5,8,6,10,7,9,6,9,10,9,5,8,6,5,7,7.3625
1132,8,5,10,9,5,7,8,6,10,5,10,7,7,8,6,9,9,8,9,7,8,7,9,9,8,10,9,7,8,5,5,6,7,10,6,5,9,8,10,5,7,7,10,10,8,6,6,7.671875
1133,9,10,7,9,6,6,10,10,5,5,10,6,6,9,7,10,10,10,6,10,6,9,9,5,9,10,8,6,5,8,7,9,6,8,5,10,8,6,8,10,5,7,8,10,10,10,7,8.06875
1134,5,10,7,7,8,8,10,5,9,8,5,6,10,9,10,6,10,5,10,6,8,7,8,10,8,9,10,8,8,10,6,6,9,9,7,6,5,5,8,8,9,6,10,9,7,5,7,7.8
1135,7,7,6,10,7,8,9,10,6,5,8,10,8,9,6,10,8,8,5,10,9,9,8,10,10,7,5,7,9,7,10,9,5,6,9,8,10,8,8,9,8,7,8,7,10,5,9,8.075
1136,6,5,7,8,7,9,6,7,5,10,8,8,5,9,7,9,6,6,7,9,9,6,5,8,10,10,6,5,5,9,6,10,8,9,8,9,7,6,7,10,7,10,7,10,8,6,9,7.60625
1137,10,7,7,8,5,9,7,5,5,5,8,10,8,7,9,7,5,9,5,10,9,8,5,10,7,9,8,8,6,7,5,8,7,9,5,10,8,10,7,5,6,7,6,9,6,5,6,7.534375
1138,8,9,7,10,5,7,6,5,5,5,6,7,5,6,6,5,8,10,9,5,9,7,6,7,8,7,10,5,9,5,9,8,7,7,10,9,7,10,10,9,6,5,8,7,5,7,6,7.24375
1139,6,7,6,9,8,9,10,9,9,5,5,6,7,10,6,10,9,5,9,8,7,10,5,5,6,6,9,9,6,9,8,5,7,6,9,8,8,10,6,5,9,10,8,5,5,7,8,7.475
1140,9,9,9,6,6,10,6,7,5,10,6,7,5,5,8,10,9,6,10,10,7,6,10,7,7,10,9,5,8,7,5,8,7,6,10,10,9,5,5,10,8,6,7,8,10,9,7,7.571875
1141,9,7,5,6,9,8,8,8,5,5,9,6,6,6,5,6,6,9,5,7,10,10,10,10,9,10,10,5,10,7,10,5,7,10,5,10,10,7,6,5,9,8,7,7,8,5,5,7.55625
1142,7,6,8,5,9,6,8,5,9,6,8,10,6,9,5,8,7,7,5,7,7,7,10,10,10,7,6,5,10,7,7,8,8,5,5,8,6,6,10,5,7,6,8,5,10,7,8,7.246875
1143,8,8,6,6,9,7,8,7,9,6,6,8,9,9,9,6,8,5,5,7,9,8,6,7,5,5,5,10,8,5,8,5,10,7,10,5,6,8,8,10,5,7,9,9,8,9,5,7.346875
1144,5,5,8,8,5,7,5,6,10,5,8,9,8,5,6,8,9,7,7,6,6,5,8,8,9,9,6,9,9,7,10,7,8,5,7,7,5,6,8,8,7,7,7,9,6,6,9,7.2125
1145,7,10,10,6,6,9,9,5,7,8,8,10,8,7,7,9,6,10,10,9,9,5,7,6,5,9,10,5,9,5,5,6,7,8,10,8,10,8,5,9,10,8,5,6,8,9,7,7.56875
1146,6,9,10,10,10,8,6,8,10,8,10,7,9,10,9,7,8,6,5,9,5,7,8,5,10,9,5,7,10,9,8,6,9,6,5,8,8,6,7,6,9,7,10,10,6,10,7,7.965625
1147,8,5,8,7,9,9,8,7,6,6,6,6,5,8,6,10,10,6,6,8,10,9,10,7,6,10,6,8,8,10,8,7,9,9,5,5,8,10,8,9,8,10,10,10,8,5,10,7.65
1148,7,9,7,6,9,6,10,10,6,10,5,7,9,9,5,7,8,9,8,6,5,6,9,10,7,8,5,10,9,7,10,6,9,8,10,5,7,9,7,10,10,9,10,5,8,10,8,7.821875
1149,9,9,10,5,6,6,10,8,10,5,7,6,5,8,7,10,10,8,10,7,7,5,10,9,10,7,9,9,10,7,8,5,9,6,6,9,6,7,8,5,7,6,7,10,10,5,9,7.525
1150,9,7,10,7,8,9,10,9,6,6,10,8,10,10,10,8,6,6,9,7,7,9,8,6,9,8,7,10,7,9,8,10,6,7,7,10,10,7,8,8,6,9,10,5,6,5,7,8.003125
1151,7,10,6,6,6,5,10,8,7,6,9,5,10,7,9,8,7,8,8,6,8,5,10,8,10,7,6,7,10,9,5,10,8,9,8,7,5,10,9,10,9,8,7,5,9,8,9,7.54375
1152,9,7,7,5,6,10,8,8,10,9,8,5,7,5,7,7,5,9,7,7,7,6,9,10,8,10,8,7,6,8,6,10,8,8,8,9,8,7,10,6,10,6,6,6,8,7,8,7.54375
1153,6,7,6,5,9,6,10,7,10,7,5,9,8,10,9,8,6,5,7,6,6,9,7,6,8,6,6,7,8,5,6,7,9,7,5,6,8,6,5,10,6,7,6,6,9,9,6,7.09375
1154,5,7,5,7,7,6,7,10,9,9,6,7,9,5,9,7,9,6,5,10,6,9,10,6,7,8,6,8,8,10,6,7,6,8,6,5,5,5,6,6,6,5,10,6,10,5,7,6.975
1155,7,10,6,9,10,5,8,8,7,9,9,7,7,8,7,6,7,7,10,9,7,5,9,9,10,10,7,6,6,10,8,7,8,5,10,5,7,8,5,6,5,8,6,6,6,10,8,7.659375
1156,10,10,7,5,5,10,9,7,5,7,10,6,9,10,5,6,9,10,5,5,5,5,5,9,9,9,7,6,8,6,10,5,5,6,9,8,7,5,6,9,10,10,8,5,5,8,10,7.44375
1157,7,5,5,8,8,10,9,7,8,5,7,8,8,9,8,6,8,7,6,6,5,7,6,9,8,9,5,7,5,5,7,8,6,9,8,9,9,9,5,10,8,9,8,6,9,10,10,7.584375
1158,10,9,9,10,10,5,6,6,6,8,7,5,7,6,9,6,8,5,9,7,6,5,8,6,10,5,8,8,8,7,6,8,10,9,6,9,5,7,5,10,7,10,8,10,9,6,5,7.465625
1159,10,5,6,8,9,6,8,5,5,10,5,9,6,5,5,9,10,8,10,6,9,8,9,8,9,5,10,5,8,9,6,6,8,5,8,8,10,7,10,7,7,6,7,10,7,8,10,7.74375
1160,9,8,9,9,8,6,8,8,10,5,7,9,6,8,10,7,8,6,8,5,5,8,5,5,10,10,6,9,8,8,10,10,10,6,8,10,5,10,8,8,7,8,6,6,9,6,5,7.659375
1161,6,7,8,10,7,8,8,6,10,7,10,7,6,7,10,9,6,5,8,5,7,9,9,6,8,5,8,5,9,9,6,5,6,8,5,6,10,10,6,10,9,8,8,5,10,7,6,7.4
1162,8,10,10,7,8,9,9,6,5,8,6,8,8,10,6,9,5,7,10,10,6,10,7,5,9,6,7,7,7,10,9,5,7,8,5,9,5,5,8,9,6,7,8,6,9,8,10,7.484375
1163,7,7,9,6,10,8,9,10,5,10,5,7,10,6,6,7,10,8,10,8,10,5,5,8,5,6,8,10,8,5,8,7,8,7,7,7,10,6,10,10,9,7,9,8,10,5,9,7.81875
1164,7,5,5,5,7,10,7,6,7,8,7,5,10,5,8,8,6,7,9,6,5,6,10,9,9,6,6,7,5,6,6,10,7,10,5,10,6,7,5,8,5,6,9,7,6,9,6,7.15625
1165,5,10,7,5,6,9,10,5,10,9,7,7,6,8,10,9,7,7,7,10,7,5,10,6,7,6,8,5,6,6,9,9,6,8,7,6,9,8,7,10,7,6,5,7,8,7,5,7.0125
1166,10,10,7,5,7,7,10,6,10,6,6,8,10,7,5,10,9,6,5,8,8,7,5,7,5,8,5,8,8,7,9,7,10,7,8,10,10,9,8,8,6,6,9,9,10,10,8,7.8
1167,10,5,6,9,10,7,8,10,6,10,6,8,7,10,5,8,6,10,10,7,10,6,10,5,5,8,7,7,9,5,7,10,7,10,9,10,6,8,9,5,10,5,5,10,9,6,10,7.796875
1168,10,8,6,10,6,6,9,8,5,8,10,6,5,6,9,6,7,9,10,6,5,6,10,10,6,5,8,6,8,9,8,9,8,10,9,8,9,9,10,10,9,6,5,8,5,10,9,7.61875
1169,8,7,9,6,8,8,5,9,8,7,5,6,6,8,9,10,10,6,8,10,10,8,7,10,6,5,10,6,5,7,7,8,7,7,7,7,7,8,9,8,5,6,8,10,7,7,9,7.6125
1170,10,9,7,7,9,8,9,5,9,6,7,10,8,8,9,10,10,5,7,9,7,7,6,6,9,8,6,5,6,6,9,8,8,8,7,9,5,6,5,10,7,8,8,10,7,5,10,7.521875
1171,10,5,8,5,9,8,10,7,9,10,9,10,8,5,10,8,8,10,9,9,10,9,6,10,6,9,7,9,6,7,8,8,6,7,7,8,6,7,5,10,6,5,7,6,9,7,8,7.61875
1172,8,5,5,10,5,7,10,9,6,10,7,10,10,7,7,7,9,7,8,5,8,7,7,10,6,10,9,5,5,10,5,5,6,7,5,7,9,9,10,10,9,5,6,5,6,10,10,7.65
1173,7,5,7,6,5,6,8,5,8,9,5,9,5,5,10,10,9,9,9,9,8,9,9,6,9,5,5,8,6,9,9,5,5,8,6,7,6,10,8,8,9,8,9,9,8,9,6,7.43125
1174,6,8,9,5,7,9,8,7,9,10,5,6,10,5,5,5,9,10,10,9,6,9,7,8,5,10,7,5,6,9,5,10,9,10,9,7,7,9,7,10,6,9,8,5,10,10,7,7.6875
1175,8,6,8,9,6,8,7,6,5,5,7,6,7,7,10,6,5,9,5,10,10,5,6,5,9,10,6,5,5,8,5,10,6,6,10,5,9,7,10,10,5,10,8,6,6,5,5,7.11875
1176,6,8,10,6,8,7,7,7,10,8,6,6,9,7,6,5,5,6,8,8,5,9,5,9,7,9,7,7,5,8,8,6,7,5,9,7,9,6,10,7,9,7,7,8,9,7,5,7.175
1177,10,8,6,7,9,6,10,10,5,10,10,7,6,6,7,6,7,7,8,7,8,5,6,6,6,9,8,6,5,6,10,9,5,9,6,9,10,10,5,8,5,7,6,9,6,6,9,7.690625
1178,7,8,6,6,9,6,7,8,5,8,6,5,7,10,8,7,10,5,5,6,6,10,7,7,8,5,7,7,9,9,10,10,7,5,6,5,5,10,5,7,10,8,8,6,8,10,8,7.35
1179,7,6,6,6,10,9,9,6,7,7,9,10,8,8,6,7,5,6,10,6,8,5,7,8,9,10,6,9,7,5,9,7,10,5,8,6,6,5,6,10,5,5,8,9,6,5,7,7.36875
1180,7,9,7,8,10,6,5,8,10,7,9,8,8,5,7,7,9,7,6,7,7,9,8,6,9,6,8,8,8,5,6,6,6,7,8,8,8,9,9,9,10,8,5,5,9,10,7,7.684375
1181,8,10,9,8,8,10,9,6,7,6,8,6,6,10,5,6,5,5,6,7,5,7,10,8,5,9,8,8,8,9,10,8,9,6,7,7,5,6,9,10,5,9,10,10,8,9,9,7.603125
1182,6,5,10,6,10,6,10,5,10,6,8,9,5,5,7,7,10,9,10,5,9,10,9,9,10,6,8,6,9,10,5,10,8,7,5,6,7,6,6,5,8,8,6,6,9,7,5,7.421875
1183,9,9,10,6,10,7,5,7,5,9,5,10,6,6,5,5,7,7,10,9,8,7,5,5,9,10,5,6,10,8,7,9,10,8,5,7,6,5,6,6,5,9,7,8,10,10,7,7.5625
1184,5,5,6,9,6,6,10,6,9,5,7,8,8,7,10,9,10,10,9,7,8,10,10,8,6,6,7,6,9,10,8,8,6,9,8,9,8,6,9,8,6,5,5,10,10,8,5,7.565625
1185,8,6,7,6,9,6,7,9,9,5,7,7,7,6,7,6,5,7,10,8,7,10,7,5,10,6,8,5,6,8,8,8,9,5,5,8,5,10,9,10,8,7,5,8,10,5,6,7.265625
1186,5,7,8,6,9,6,5,8,7,8,5,9,5,9,6,10,6,7,9,9,10,8,10,5,6,10,10,8,5,5,10,8,6,7,10,6,9,7,7,7,7,5,8,6,7,10,8,7.728125
1187,6,7,5,5,8,8,8,5,6,7,7,5,7,8,5,7,7,8,8,10,6,10,8,5,9,7,10,9,6,5,9,5,5,6,7,8,5,8,7,8,9,10,8,9,9,6,6,7.5125
1188,8,9,5,5,7,10,6,10,9,8,5,7,5,9,9,9,7,8,9,9,8,7,8,7,9,8,10,7,9,7,8,7,5,9,9,9,5,7,9,7,8,8,5,9,10,8,9,7.61875
1189,5,7,9,7,6,8,10,8,10,5,9,8,5,6,10,10,10,6,5,8,7,10,9,9,7,10,6,6,6,7,5,9,7,9,5,5,5,7,9,7,6,8,7,6,7,5,8,7.2875
1190,6,7,7,10,5,7,5,10,9,6,6,8,9,9,9,6,9,6,5,5,9,9,8,8,7,9,9,6,9,6,6,5,6,10,10,10,7,10,6,8,8,5,5,10,10,10,5,7.446875
1191,10,8,8,10,10,6,5,6,8,5,10,6,6,5,5,5,5,7,10,6,10,8,7,8,9,8,6,5,5,9,5,8,8,6,6,9,6,7,9,5,8,10,10,8,5,8,9,7.4375
1192,6,7,5,5,10,8,9,5,7,8,9,7,10,7,5,9,6,10,5,8,10,6,8,9,5,9,7,9,7,8,5,10,9,7,6,9,7,8,9,8,8,5,7,9,9,8,9,7.6875
1193,9,6,5,6,10,10,9,5,6,8,9,5,10,10,10,7,8,7,10,7,10,10,6,9,10,10,10,7,7,10,9,7,6,6,5,5,6,7,7,9,9,9,6,8,7,6,6,7.871875
1194,5,7,7,7,10,6,8,6,6,7,10,7,9,10,8,7,7,5,10,6,9,7,10,7,9,6,8,10,7,6,5,10,8,7,9,8,7,6,5,8,9,10,9,8,5,6,6,7.60625
1195,6,6,10,6,6,10,6,7,9,5,5,9,10,8,5,7,8,10,10,7,10,6,5,10,8,6,6,8,7,6,8,9,8,6,7,6,6,8,10,7,6,5,5,9,7,6,6,7.371875
1196,6,7,7,10,10,6,5,7,5,9,7,9,8,5,5,6,10,7,6,9,5,7,7,6,7,7,5,8,9,9,5,5,6,9,6,6,9,6,6,8,10,5,6,7,5,6,5,6.959375
1197,5,7,6,7,8,5,8,6,5,8,8,7,6,7,7,5,5,9,6,6,5,7,7,6,7,9,9,9,8,8,8,5,8,7,5,7,10,6,7,8,6,5,9,5,8,7,8,6.90625
1198,10,8,7,7,5,9,9,5,5,9,8,10,9,5,9,7,10,6,8,7,7,6,5,7,5,9,5,8,5,8,5,10,9,10,5,10,6,10,5,7,7,10,6,10,5,5,9,7.659375
1199,6,5,8,6,8,8,8,8,9,10,8,5,10,7,6,8,8,6,8,5,9,6,5,6,6,10,6,6,8,10,5,7,6,9,8,6,7,6,8,9,7,6,9,7,9,5,9,7.5125
1200,8,7,6,9,7,6,9,9,5,5,10,5,8,5,8,9,5,6,7,6,10,10,7,9,6,10,9,5,8,7,5,9,5,6,7,8,6,6,10,5,8,6,10,8,7,5,6,7.15625
1201,7,6,6,5,5,9,5,9,6,7,5,5,7,5,5,5,8,5,7,8,9,5,7,7,9,6,9,6,10,6,6,6,8,6,8,9,9,8,5,6,9,7,6,10,6,9,5,6.815625
1202,8,7,5,7,6,9,9,5,9,8,7,5,8,5,5,9,9,8,8,10,5,10,8,10,9,10,7,6,7,9,6,5,8,8,7,8,10,10,5,9,10,9,7,8,9,6,5,7.471875
1203,10,5,6,9,5,10,6,6,7,9,7,7,8,6,7,6,8,6,7,5,7,5,7,10,8,10,6,9,7,9,5,8,7,7,5,6,9,10,8,7,7,8,9,5,6,10,10,7.375
1204,10,7,8,7,9,5,7,5,10,6,7,9,9,9,8,8,8,5,5,8,8,6,10,7,7,10,9,9,8,7,6,5,6,8,8,9,9,6,9,5,8,9,7,6,10,9,10,7.84375
1205,9,8,5,8,5,10,6,8,6,5,5,9,8,9,10,5,6,6,7,5,5,7,7,10,6,10,5,6,9,7,8,10,8,5,9,9,6,9,5,9,7,6,5,9,10,6,9,7.28125
1206,8,5,7,5,10,6,10,7,5,6,9,9,10,5,9,7,8,7,6,8,9,7,8,9,9,6,6,10,9,5,10,10,8,9,10,7,5,6,6,9,10,8,9,6,5,7,10,7.65
1207,6,10,9,8,9,6,7,9,6,8,5,9,8,8,6,7,8,10,5,5,8,6,6,6,6,6,8,8,5,10,7,9,5,10,10,8,8,7,6,9,5,5,10,8,6,6,6,7.478125
1208,5,6,10,10,10,8,5,8,10,5,9,5,7,9,6,5,5,7,7,5,6,7,9,8,10,7,5,10,5,10,7,7,8,9,6,6,5,6,8,10,5,7,7,6,10,7,8,7.29375
1209,5,7,9,10,5,8,5,9,6,10,6,9,10,5,8,8,6,8,10,7,5,7,5,9,8,8,8,7,9,5,7,5,6,6,9,9,8,7,6,10,8,6,7,7,9,6,7,7.275
1210,7,7,9,6,7,7,5,8,8,7,7,6,10,10,8,10,6,9,7,7,9,6,7,7,6,6,9,10,10,10,7,9,8,8,7,7,7,6,9,7,10,8,7,10,6,10,5,7.75
1211,6,7,5,8,10,8,8,8,7,10,10,7,10,5,7,9,8,10,9,5,7,7,9,6,8,7,10,5,7,5,9,6,7,6,7,8,7,6,10,8,5,9,5,9,9,8,9,7.584375
1212,9,6,6,7,8,6,9,9,6,5,8,5,6,5,10,10,8,7,7,7,6,5,7,9,5,8,7,6,8,6,10,5,10,7,6,8,10,6,10,7,6,6,6,9,6,10,7,7.40625
1213,10,10,7,8,6,7,10,6,8,6,7,8,9,8,8,8,7,5,9,9,9,8,8,6,9,10,8,6,8,9,6,10,6,6,9,6,5,8,10,6,7,8,9,7,7,8,5,7.81875
1214,10,10,8,6,5,8,7,10,9,10,9,10,9,10,10,5,5,7,9,6,5,6,6,9,9,8,6,9,7,6,9,8,10,8,10,8,5,9,9,8,8,5,9,5,8,6,9,7.559375
1215,7,6,7,7,9,6,7,6,5,10,5,7,9,10,6,7,8,5,6,5,5,6,7,10,5,10,10,9,8,7,6,8,8,6,9,5,9,5,6,5,10,9,8,6,9,7,9,7.25625
1216,6,8,6,7,7,10,9,5,7,8,7,8,7,10,6,6,5,8,9,9,6,7,8,10,10,9,6,8,8,9,6,5,8,9,6,7,9,10,10,5,7,5,8,10,6,6,7,7.60625
1217,10,8,8,5,7,6,9,7,8,7,5,9,5,9,8,9,9,5,10,10,8,10,9,10,5,10,7,5,7,7,6,5,5,8,9,8,5,7,8,9,9,8,7,9,9,10,10,7.5625
1218,8,10,9,5,5,9,5,10,6,7,7,8,6,8,8,5,6,6,9,8,5,7,10,10,5,5,6,7,10,7,5,5,10,6,8,8,5,8,8,7,7,6,9,7,7,5,7,7.18125
1219,9,7,10,6,5,9,10,9,9,6,9,8,10,5,9,9,8,9,7,6,10,10,7,6,5,8,6,10,6,9,10,7,10,9,9,5,10,5,9,8,6,9,9,5,5,9,10,7.6375
1220,5,9,5,5,10,10,6,5,8,10,10,7,10,6,5,5,5,6,6,7,6,7,6,9,6,8,9,8,5,10,7,6,10,6,6,7,6,10,10,9,8,10,5,8,10,10,9,7.421875
1221,10,7,7,6,7,9,10,6,5,6,6,5,6,9,6,6,9,9,8,9,10,6,6,6,5,5,5,6,8,10,8,6,10,9,7,6,8,9,6,7,10,9,9,6,9,8,9,7.59375
1222,7,7,10,7,8,9,5,9,8,7,5,8,6,8,9,5,10,9,10,10,9,6,8,6,7,7,5,6,9,6,7,8,7,9,7,5,8,7,10,10,5,6,6,5,8,5,6,7.4
1223,6,9,8,6,5,10,10,9,7,9,7,5,8,7,6,10,7,8,7,6,9,8,5,7,6,9,8,7,7,7,8,6,7,7,10,7,6,10,9,10,8,6,6,10,6,5,9,7.596875
1224,9,10,10,7,10,10,9,5,10,9,10,8,5,5,6,10,8,6,9,8,8,10,9,8,9,7,8,9,6,9,6,8,5,9,6,10,5,5,5,8,7,8,6,8,8,8,7,7.86875
1225,6,9,5,6,5,10,9,8,5,9,8,5,5,8,8,9,6,6,6,10,5,7,6,6,7,6,7,9,9,9,10,10,10,5,9,7,8,5,8,5,9,9,10,7,6,8,7,6.990625
1226,8,6,10,7,7,10,8,5,8,7,6,7,5,6,6,5,6,8,10,6,8,7,5,6,10,8,9,10,10,9,6,9,5,10,9,8,5,8,9,5,7,9,6,8,5,8,8,7.796875
1227,6,6,6,10,6,7,9,7,6,5,7,5,5,9,9,6,6,8,6,6,10,7,9,8,5,10,6,8,10,7,9,7,6,6,10,8,8,7,9,10,9,8,9,10,6,10,9,7.48125
1228,10,5,8,9,6,10,10,9,7,10,9,7,9,7,7,6,8,8,10,5,7,6,8,5,8,5,8,9,10,5,9,7,8,10,7,9,9,9,10,9,5,10,10,5,6,8,8,7.8375
1229,5,7,7,6,9,5,7,9,6,5,6,9,5,9,10,9,8,6,9,5,6,7,9,5,8,10,9,5,10,8,5,6,7,6,8,6,10,9,8,5,10,5,5,8,6,7,7,7.303125
1230,9,5,7,6,10,10,10,9,9,7,8,8,9,10,5,9,7,7,5,5,9,7,5,7,7,10,7,9,7,7,6,5,8,7,8,10,5,7,8,5,10,9,5,8,7,7,6,7.61875
1231,9,9,6,10,5,9,6,10,8,8,10,10,7,6,8,10,6,10,6,5,6,5,7,5,5,8,7,6,9,9,10,5,10,9,7,9,5,6,5,5,10,7,6,7,5,8,7,7.25625
