No,1Engineering Workshop,1Engineering Chemistry Lab,1English Language and Communication Skills Lab,1Basic Electrical Engineering Lab,1Mathematics - 1,1Chemistry,1Basic Electrical Engineering,1English,1Applied Physics Lab,1Programming for Problem Solving Lab,1Mathematics - 2,1Applied Physics,1Programming for Problem Solving,1Engineering Graphics,2Data Structures Lab,2Python Programming Lab,2Business Economics and Financial Analysis,2Computer Organization and Architecture,2Data Structures,2Python Programming,2Discrete Mathematics,2Mathematical and Statistical Foundations,2Database management Systems Lab,2Java Programming Lab,2Operating Systems Lab,2Database Management Systems,2Operating Systems,2Object Oriented Programming Using Java,2Formal Language and Automata Theory,2Software Engineering,3Advanced Communication Skills Lab,3Computer Networks Lab,3Data Mining Lab,3Introduction to Data Science,3Devops,3Design and Analysis of Algorithms,3Data Mining,3Computer Networks,3Computer Graphics,3Machine Learning Lab,3Big Data Analytics Lab,3Cryptography and Network security Lab,3Cryptography and Network Security,3Big Data Analytics,3Industrial Management,3Machine Learning,3Compiler Design,4Predictive Analytics,4Web and Social Media Analytics,4Professional Elective - 4,4Professional Elective - 5,4Open Elective - 2,4Web and Social Media Analytics Lab,4Mini Project ,4Seminar,4Project Stage - 1,4Organizational Behaviour,4Professional Elective - 6,4Open Elective - 3,4Project Stage - 2,CGPA
1117,A,A,B+,A,C,B,A,A,O,B+,A,B,A,O,A,B,C,O,B,O,B,B+,A,O,B+,B+,O,B,O,O,B+,A,C,B,C,B,C,A,B,C,B,C,A+,C,C,O,A+,B+,C,A+,B,A+,A,B+,B+,C,B,B,A,O,7.30625
1118,A,C,B,B+,A+,O,B+,B,B+,O,A+,B,O,A+,A+,B+,O,A+,O,A+,A+,B,C,O,A,O,O,O,A,C,B+,O,B+,C,A,B+,A+,C,A+,A+,B,O,A+,B+,A,A+,O,B+,A,B,A,A,A,O,B,B+,C,O,O,C,8.009375
1119,B,A,O,O,B,B+,B,C,B,B,B+,B+,C,A,B+,A,O,A+,A+,O,B+,A+,B,A+,A+,C,A+,O,O,O,C,A+,O,B+,B,B+,B,A+,A+,B,C,O,B,A,O,B,B,O,B,B+,B+,O,A,C,C,O,A,C,B+,A,7.5625
1120,C,A+,B+,B+,B+,C,B+,A,O,O,O,A,A,C,A+,A+,B,B,O,A+,O,B,B,B,C,B+,B,A,O,C,A,A,A+,C,B+,B+,C,B,A,O,A+,A,A+,A,B,B+,A,B,A+,B+,O,A,B+,O,A,A+,A,B+,A,O,7.634375
1121,C,B,C,B,A,C,B+,C,O,B,A,B,B+,B,A+,O,B+,B,A,A,A+,O,C,C,A+,A+,O,B,A,O,C,B,O,C,C,A,O,O,B,C,A+,C,B+,O,A+,C,B,B,B+,B,C,A+,A,A,O,A,B+,B,A,A+,7.36875
1122,B,O,B+,C,C,B+,B,C,O,O,A,C,B,B,O,O,B+,B,A,B+,A,A+,O,O,B+,B+,A+,O,C,A,O,A,C,O,B+,C,C,O,B,B+,A+,B,A+,O,O,B,A+,A,A+,A+,B+,B+,B,B+,C,O,O,C,C,B+,7.4875
1123,O,B,B+,A+,A,C,C,O,O,C,O,A,A+,B+,O,O,B,A+,A+,B,O,C,B,C,B,O,A+,A,A+,C,O,A+,B,O,O,B,C,B,O,A+,A+,O,O,A,A+,O,O,A,O,C,A,B,C,B+,C,A,B+,A,C,O,7.99375
1124,C,O,O,B,B,A,A,A+,B,O,B+,C,A,O,A+,O,A,O,A,B+,B,A,O,O,C,B,O,O,C,O,O,A+,A+,B,A,O,C,O,C,O,B,B,A,B+,B+,O,O,B,B+,B+,A,B+,A+,O,A+,A,C,B+,B,A,7.746875
1125,B,A,B+,A,C,A+,B+,A+,B,A+,B,B+,C,C,C,A,C,A+,A+,C,A+,A+,A+,A+,B+,A,O,B+,A+,C,A+,B+,O,C,B+,B,B+,B+,A+,O,B+,B,B+,A,C,A,C,A,B+,A,B+,A+,B+,C,A,O,A+,O,A,B,7.3125
1126,C,A+,A+,B+,C,B+,O,A+,B,A+,O,B,B+,A,B,O,B,A+,B,C,B,A+,O,O,B+,B+,A+,A+,O,B+,B,A,B,O,A+,C,B,A+,B,C,C,B,A,B,A,B,O,O,C,O,A,A,A,A,O,B,C,B,A,O,7.6125
1127,O,A,B,B,B+,O,B+,A,B+,A,B+,B+,A,A,A+,B+,A,B+,A+,C,B+,A+,B+,B,A,O,B,C,A+,O,O,O,B,O,B+,A,B,A,A,A,A,B,B,A+,C,B,A+,C,C,B,C,B+,B,B+,A+,A,O,B,O,B,7.50625
1128,B+,O,O,B,C,B,C,A,A,A,C,A+,A+,O,B,B,A,A+,A+,A+,B+,C,A+,O,C,B,B+,A,B+,C,B,B+,C,O,A,A,B,B+,C,O,B+,A+,O,A,A,A,B,A,B,A+,O,C,O,A+,C,O,C,B,A,B+,7.3875
1129,A+,B+,C,B,O,B+,O,O,B+,O,A+,A+,C,B,C,C,A+,O,B+,A+,O,C,B,B,A+,O,B+,A,A+,A,B+,C,O,O,B+,O,B+,B+,A,B+,B,O,A+,A+,B+,O,A+,O,C,A+,B+,B,B,B,A+,O,B,A,A+,B+,8
1130,O,B,B,O,B,B+,A+,A,O,A,A,A+,C,A+,A+,B,A+,C,A+,C,A,B+,B+,A+,O,A,B,B+,C,C,B,A,A,O,O,B,O,O,B+,C,C,B+,C,A+,A+,A+,O,C,C,O,B+,A,A,C,A,B+,A+,A,A+,A+,7.7375
1131,C,O,B,A,B+,A+,C,A,B,B+,B+,B,A+,A,O,B,A,O,O,A+,B,B+,O,O,A,A+,B+,B+,A,A,A+,B,A,A+,B,C,A+,C,O,A+,A+,B+,C,A,C,A,A,B,A,A+,C,B,O,C,O,A,C,O,O,B+,7.54375
1132,O,A,B,A,O,B+,B+,A,B+,A+,B+,C,A,A+,B,B,O,B,A+,A+,A,C,C,C,C,A,A+,C,B+,O,A+,B,C,A,B,O,B+,A+,B,A+,O,A+,C,A,B,C,B+,C,B+,A,B+,B+,C,B,A,O,B+,A,A,B+,7.3625
1133,A,C,O,A+,C,B+,A,B,O,C,O,B+,B+,A,B,A+,A+,A,A+,B+,A,B+,A+,A+,A,O,A+,B+,A,C,C,B,B+,O,B,C,A+,A,O,C,B+,B+,O,O,A,B,B,B+,B,C,C,C,B+,A,A,A+,O,O,O,A,7.671875
1134,A+,O,B+,A+,B,B,O,O,C,C,O,B,B,A+,B+,O,O,O,B,O,B,A+,A+,C,A+,O,A,B,C,A,B+,A+,B,A,C,O,A,B,A,O,C,B+,A,O,O,O,B+,A,A+,O,B+,O,B,B+,A,B+,O,A,A,O,8.06875
1135,C,O,B+,B+,A,A,O,C,A+,A,C,B,O,A+,O,B,O,C,O,B,A,B+,A,O,A,A+,O,A,A,O,B,B,A+,A+,B+,B,C,C,A,A,A+,B,O,A+,B+,C,B+,A,B+,A+,B,O,A,B,A+,A+,C,O,C,O,7.8
1136,B+,B+,B,O,B+,A,A+,O,B,C,A,O,A,A+,B,O,A,A,C,O,A+,A+,A,O,O,B+,C,B+,A+,B+,O,A+,C,B,A+,A,O,A,A,A+,A,B+,A,B+,O,C,A+,A+,C,A+,A+,O,A,O,B,A+,O,B,O,A+,8.075
1137,B,C,B+,A,B+,A+,B,B+,C,O,A,A,C,A+,B+,A+,B,B,B+,A+,A+,B,C,A,O,O,B,C,C,A+,B,O,A,A+,A,A+,B+,B,B+,O,B+,O,B+,O,A,B,A+,A+,B+,O,B+,A,A+,C,O,A,A,A+,B+,A,7.60625
1138,O,B+,B+,A,C,A+,B+,C,C,C,A,O,A,B+,A+,B+,C,A+,C,O,A+,A,C,O,B+,A+,A,A,B,B+,C,A,B+,A+,C,O,A,O,B+,C,B,B+,B,A+,B,C,B,A,A,O,B+,B+,B+,O,B,O,B,C,A+,A+,7.534375
1139,A,A+,B+,O,C,B+,B,C,C,C,B,B+,C,B,B,C,A,O,A+,C,A+,B+,B,B+,A,B+,O,C,A+,C,A+,A,B+,B+,O,A+,B+,O,O,A+,B,C,A,B+,C,B+,B,O,O,B,O,A,B,A,O,C,C,B,A+,B+,7.24375
1140,B,B+,B,A+,A,A+,O,A+,A+,C,C,B,B+,O,B,O,A+,C,A+,A,B+,O,C,C,B,B,A+,A+,B,A+,A,C,B+,B,A+,A,A,O,B,C,A+,O,A,C,C,B+,A,B,B+,B+,B+,A,A,A+,O,C,C,O,A+,A,7.475
1141,A+,A+,A+,B,B,O,B,B+,C,O,B,B+,C,C,A,O,A+,B,O,O,B+,B,O,B+,B+,O,A+,C,A,B+,C,A,B+,B,O,O,A+,C,C,O,A,B,B+,A,O,A+,B+,B+,B,O,B,A,B,O,A+,C,C,B+,O,A,7.571875
1142,A+,B+,C,B,A+,A,A,A,C,C,A+,B,B,B,C,B,B,A+,C,B+,O,O,O,O,A+,O,O,C,O,B+,O,C,B+,O,C,O,O,B+,B,C,A+,A,B+,B+,A,C,C,A+,O,A,A,C,A+,C,O,B+,O,C,O,A,7.55625
1143,B+,B,A,C,A+,B,A,C,A+,B,A,O,B,A+,C,A,B+,B+,C,B+,B+,B+,O,O,O,B+,B,C,O,B+,B+,A,A,C,C,A,B,B,O,C,B+,B,A,C,O,B+,A,B+,A,A,C,B+,O,B+,C,B+,C,C,O,O,7.246875
1144,A,A,B,B,A+,B+,A,B+,A+,B,B,A,A+,A+,A+,B,A,C,C,B+,A+,A,B,B+,C,C,C,O,A,C,A,C,O,B+,O,C,B,A,A,O,C,B+,A+,A+,A,A+,C,C,C,B+,B,A,A+,O,A+,B+,A,B,A,A,7.346875
1145,C,C,A,A,C,B+,C,B,O,C,A,A+,A,C,B,A,A+,B+,B+,B,B,C,A,A,A+,A+,B,A+,A+,B+,O,B+,A,C,B+,B+,C,B,A,A,B+,B+,B+,A+,B,B,A+,A,B+,A+,A,B,B+,B,B,C,O,B,O,A,7.2125
1146,B+,O,O,B,B,A+,A+,C,B+,A,A,O,A,B+,B+,A+,B,O,O,A+,A+,C,B+,B,C,A+,O,C,A+,C,C,B,B+,A,O,A,O,A,C,A+,O,A,C,B,A,A+,B+,C,C,A,C,B,C,A+,B,A+,C,B+,C,O,7.56875
1147,B,A+,O,O,O,A,B,A,O,A,O,B+,A+,O,A+,B+,A,B,C,A+,C,B+,A,C,O,A+,C,B+,O,A+,A,B,A+,B,C,A,A,B,B+,B,A+,B+,O,O,B,O,B+,O,A+,B,B+,A+,A+,O,A+,A+,B,A,A,O,7.965625
1148,A,C,A,B+,A+,A+,A,B+,B,B,B,B,C,A,B,O,O,B,B,A,O,A+,O,B+,B,O,B,A,A,O,A,B+,A+,A+,C,C,A,O,A,A+,A,O,O,O,A,C,O,B+,O,B+,C,C,A+,C,B,B+,B,A,B,A+,7.65
1149,B+,A+,B+,B,A+,B,O,O,B,O,C,B+,A+,A+,C,B+,A,A+,A,B,C,B,A+,O,B+,A,C,O,A+,B+,O,B,A+,A,O,C,B+,A+,B+,O,O,A+,O,C,A,O,A,O,C,A+,B+,A+,C,A,B+,A,B+,A+,B+,A,7.821875
1150,A+,A+,O,C,B,B,O,A,O,C,B+,B,C,A,B+,O,O,A,O,B+,B+,C,O,A+,O,B+,A+,A+,O,B+,A,C,A+,B,B,A+,B,B+,A,C,B+,B,B+,O,O,C,A+,C,O,A+,A,A,C,B+,B,B+,A,B+,B+,B,7.525
1151,A+,B+,O,B+,A,A+,O,A+,B,B,O,A,O,O,O,A,B,B,A+,B+,B+,A+,A,B,A+,A,B+,O,B+,A+,A,O,B,B+,B+,O,O,B+,A,A,B,A+,O,C,B,C,B+,A,C,O,O,C,C,A,O,O,A,B,B+,A+,8.003125
1152,B+,O,B,B,B,C,O,A,B+,B,A+,C,O,B+,A+,A,B+,A,A,B,A,C,O,A,O,B+,B,B+,O,A+,C,O,A,A+,A,B+,C,O,A+,O,A+,A,B+,C,A+,A,A+,B,B+,A,O,C,A+,A,O,C,B,A+,A+,B,7.54375
1153,A+,B+,B+,C,B,O,A,A,O,A+,A,C,B+,C,B+,B+,C,A+,B+,B+,B+,B,A+,O,A,O,A,B+,B,A,B,O,A,A,A,A+,A,B+,O,B,O,B,B,B,A,B+,A,O,C,C,A,O,B,A,A,B+,B+,O,C,A,7.54375
1154,B,B+,B,C,A+,B,O,B+,O,B+,C,A+,A,O,A+,A,B,C,B+,B,B,A+,B+,B,A,B,B,B+,A,C,B,B+,A+,B+,C,B,A,B,C,O,B,B+,B,B,A+,A+,B,B+,A,B,A+,B,A+,C,B,C,A+,C,A,A+,7.09375
1155,C,B+,C,B+,B+,B,B+,O,A+,A+,B,B+,A+,C,A+,B+,A+,B,C,O,B,A+,O,B,B+,A,B,A,A,O,B,B+,B,A,B,C,C,C,B,B,B,C,O,B,O,C,B+,B+,A,B+,C,C,A+,O,C,B,O,A,C,B,6.975
1156,B+,O,B,A+,O,C,A,A,B+,A+,A+,B+,B+,A,B+,B,B+,B+,O,A+,B+,C,A+,A+,O,O,B+,B,B,O,A,B+,A,C,O,C,B+,A,C,B,C,A,B,B,B,O,A,B+,B+,C,A,A+,B,O,A,O,O,A+,A+,A,7.659375
1157,O,O,B+,C,C,O,A+,B+,C,B+,O,B,A+,O,C,B,A+,O,C,C,C,C,C,A+,A+,A+,B+,B,A,B,O,C,C,B,A+,A,B+,C,B,A+,O,O,A,C,C,A,O,B+,B,B,A+,A+,O,O,A+,O,A+,B,B,B+,7.44375
1158,B+,C,C,A,A,O,A+,B+,A,C,B+,A,A,A+,A,B,A,B+,B,B,C,B+,B,A+,A,A+,C,B+,C,C,B+,A,B,A+,A,A+,A+,A+,C,O,A,A+,A,B,A+,O,O,B+,B+,A+,B+,A,O,B,O,B,B,B+,C,O,7.584375
1159,O,A+,A+,O,O,C,B,B,B,A,B+,C,B+,B,A+,B,A,C,A+,B+,B,C,A,B,O,C,A,A,A,B+,B,A,O,A+,B,A+,C,B+,C,O,B+,O,A,O,A+,B,C,A+,O,O,B,A+,O,B+,B+,A+,B+,C,B+,O,7.465625
1160,O,C,B,A,A+,B,A,C,C,O,C,A+,B,C,C,A+,O,A,O,B,A+,A,A+,A,A+,C,O,C,A,A+,B,B,A,C,A,A,O,B+,O,B+,B+,B,B+,O,B+,A,O,A+,A,B+,A+,B,O,A,B+,B+,B,B+,O,A+,7.74375
1161,A+,A,A+,A+,A,B,A,A,O,C,B+,A+,B,A,O,B+,A,B,A,C,C,A,C,C,O,O,B,A+,A,A,O,O,O,B,A,O,C,O,A,A,B+,A,B,B,A+,B,C,C,O,B+,C,O,C,A+,B+,A,C,O,O,O,7.659375
1162,B,B+,A,O,B+,A,A,B,O,B+,O,B+,B,B+,O,A+,B,C,A,C,B+,A+,A+,B,A,C,A,C,A+,A+,B,C,B,A,C,B,O,O,B,O,A+,A,A,C,O,B+,B,A,B,C,B+,C,O,A+,A,A+,O,B,A,A+,7.4
1163,A,O,O,B+,A,A+,A+,B,C,A,B,A,A,O,B,A+,C,B+,O,O,B,O,B+,C,A+,B,B+,B+,B+,O,A+,C,B+,A,C,A+,C,C,A,A+,B,B+,A,B,A+,A,O,B+,A,O,B+,C,B+,C,A+,A,A+,B+,C,B,7.484375
1164,B+,B+,A+,B,O,A,A+,O,C,O,C,B+,O,B,B,B+,O,A,O,A,O,C,C,A,C,B,A,O,A,C,A,B+,A,B+,B+,B+,O,B,O,O,A+,B+,A+,A,O,C,A+,B,B+,A+,O,C,B+,A,B,A+,A,O,B+,B+,7.81875
1165,B+,C,C,C,B+,O,B+,B,B+,A,B+,C,O,C,A,A,B,B+,A+,B,C,B,O,A+,A+,B,B,B+,C,B,B,O,B+,O,C,O,B,B+,C,A,C,B,A+,B+,B,A+,B,B,B+,B+,A,O,B,O,A,A+,B,B+,A,B+,7.15625
1166,C,O,B+,C,B,A+,O,C,O,A+,B+,B+,B,A,O,A+,B+,B+,B+,O,B+,C,O,B,B+,B,A,C,B,B,A+,A+,B,A,B+,B,A+,A,B+,O,B+,B,C,B+,A,B+,C,C,B+,C,B,A+,B+,B+,C,O,C,A+,B,B,7.0125
1167,O,O,B+,C,B+,B+,O,B,O,B,B,A,O,B+,C,O,A+,B,C,A,A,B+,C,B+,C,A,C,A,A,B+,A+,B+,O,B+,A,O,O,A+,A,A,B,B,A+,A+,O,O,A,A,C,B,A+,B+,C,O,B,B,O,A+,B,A,7.8
1168,O,C,B,A+,O,B+,A,O,B,O,B,A,B+,O,C,A,B,O,O,B+,O,B,O,C,C,A,B+,B+,A+,C,B+,O,B+,O,A+,O,B,A,A+,C,O,C,C,O,A+,B,O,A+,B+,O,A,B+,A,A,B,B+,B+,A,B+,C,7.796875
1169,O,A,B,O,B,B,A+,A,C,A,O,B,C,B,A+,B,B+,A+,O,B,C,B,O,O,B,C,A,B,A,A+,A,A+,A,O,A+,A,A+,A+,O,O,A+,B,C,A,C,O,A+,C,O,A,C,B+,B+,B+,A+,O,C,A+,B+,A,7.61875
1170,A,B+,A+,B,A,A,C,A+,A,B+,C,B,B,A,A+,O,O,B,A,O,O,A,B+,O,B,C,O,B,C,B+,B+,A,B+,B+,B+,B+,B+,A,A+,A,C,B,A,O,B+,B+,A+,A,A+,O,O,A,C,O,B,C,O,A+,C,A,7.6125
1171,O,A+,B+,B+,A+,A,A+,C,A+,B,B+,O,A,A,A+,O,O,C,B+,A+,B+,B+,B,B,A+,A,B,C,B,B,A+,A,A,A,B+,A+,C,B,C,O,B+,A,A,O,B+,C,O,O,A+,B+,A+,C,A,A+,O,C,O,A+,B,C,7.521875
1172,O,C,A,C,A+,A,O,B+,A+,O,A+,O,A,C,O,A,A,O,A+,A+,O,A+,B,O,B,A+,B+,A+,B,B+,A,A,B,B+,B+,A,B,B+,C,O,B,C,B+,B,A+,B+,A,A,B+,A+,A,B,B+,B,A+,B+,A,C,B,C,7.61875
1173,A,C,C,O,C,B+,O,A+,B,O,B+,O,O,B+,B+,B+,A+,B+,A,C,A,B+,B+,O,B,O,A+,C,C,O,C,C,B,B+,C,B+,A+,A+,O,O,A+,C,B,C,B,O,O,B+,O,B,A,O,B+,O,O,B,O,B,B,B+,7.65
1174,B+,C,B+,B,C,B,A,C,A,A+,C,A+,C,C,O,O,A+,A+,A+,A+,A,A+,A+,B,A+,C,C,A,B,A+,A+,C,C,A,B,B+,B,O,A,A,A+,A,A+,A+,A,A+,B,B,A,A,A+,B,B,A,A,O,A,A,O,B,7.43125
1175,B,A,A+,C,B+,A+,A,B+,A+,O,C,B,O,C,C,C,A+,O,O,A+,B,A+,B+,A,C,O,B+,C,B,A+,C,O,A+,O,A+,B+,B+,A+,B+,O,B,A+,A,C,O,O,B+,A+,B+,O,C,A+,A+,O,B+,B,O,B+,A,C,7.6875
1176,A,B,A,A+,B,A,B+,B,C,C,B+,B,B+,B+,O,B,C,A+,C,O,O,C,B,C,A+,O,B,C,C,A,C,O,B,B,O,C,A+,B+,O,O,C,O,A,B,B,C,C,B+,B+,O,B+,O,C,O,B,A+,C,B,B+,A,7.11875
1177,B,A,O,B,A,B+,B+,B+,O,A,B,B,A+,B+,B,C,C,B,A,A,C,A+,C,A+,B+,A+,B+,B+,C,A,A,B,B+,C,A+,B+,A+,B,O,B+,A+,B+,B+,A,A+,B+,C,A,A,A,C,A+,C,A+,A+,B+,B+,B,O,C,7.175
1178,O,A,B,B+,A+,B,O,O,C,O,O,B+,B,B,B+,B,B+,B+,A,B+,A,C,B,B,B,A+,A,B,C,B,O,A+,C,A+,B,A+,O,O,C,A,C,B+,B,A+,B,B,A+,A,A,A+,A+,O,O,B+,B+,A+,C,A+,A+,A+,7.690625
1179,B+,A,B,B,A+,B,B+,A,C,A,B,C,B+,O,A,B+,O,C,C,B,B,O,B+,B+,A,C,B+,B+,A+,A+,O,O,B+,C,B,C,C,O,C,B+,O,A,A,B,A,O,A,A+,O,O,A+,B,B+,A,A,B+,B,A+,A+,B+,7.35
1180,B+,B,B,B,O,A+,A+,B,B+,B+,A+,O,A,A,B,B+,C,B,O,B,A,C,B+,A,A+,O,B,A+,B+,C,A+,B+,O,C,A,B,B,C,B,O,C,C,A,A+,B,C,B+,B,O,A,O,A+,B,B+,A+,B+,C,A,B+,B,7.36875
1181,B+,A+,B+,A,O,B,C,A,O,B+,A+,A,A,C,B+,B+,A+,B+,B,B+,B+,A+,A,B,A+,B,A,A,A,C,B,B,B,B+,A,A,A,A+,A+,A+,O,A,C,C,A+,O,B+,O,A,C,A+,A+,B,A+,O,A+,O,C,B+,A+,7.684375
1182,A,O,A+,A,A,O,A+,B,B+,B,A,B,B,O,C,B,C,C,B,B+,C,B+,O,A,C,A+,A,A,A,A+,O,A,A+,B,B+,B+,C,B,A+,O,C,A+,O,O,A,A+,A+,B,A,C,B,O,A,A,O,B+,A,B,A+,A,7.603125
1183,B,C,O,B,O,B,O,C,O,B,A,A+,C,C,B+,B+,O,A+,O,C,A+,O,A+,A+,O,B,A,B,A+,O,C,O,A,B+,C,B,B+,B,B,C,A,A,B,B,A+,B+,C,B,B+,A,A+,O,O,B,C,A,B,B+,A+,B+,7.421875
1184,A+,A+,O,B,O,B+,C,B+,C,A+,C,O,B,B,C,C,B+,B+,O,A+,A,B+,C,C,A+,O,C,B,O,A,B+,A+,O,A,C,B+,B,C,B,B,C,A+,B+,A,O,O,B+,A+,B,B+,A+,C,A,A+,B,O,C,A+,A+,A+,7.5625
1185,C,C,B,A+,B,B,O,B,A+,C,B+,A,A,B+,O,A+,O,O,A+,B+,A,O,O,A,B,B,B+,B,A+,O,A,A,B,A+,A,A+,A,B,A+,A,B,C,C,O,O,A,C,A,O,C,A,A+,C,B,O,A,O,B+,C,C,7.565625
1186,A,B,B+,B,A+,B,B+,A+,A+,C,B+,B+,B+,B,B+,B,C,B+,O,A,B+,O,B+,C,O,B,A,C,B,A,A,A,A+,C,C,A,C,O,A+,O,A,B+,C,A,O,C,B,B,O,O,A,A,B,C,B+,B+,O,C,A+,B+,7.265625
1187,C,B+,A,B,A+,B,C,A,B+,A,C,A+,C,A+,B,O,B,B+,A+,A+,O,A,O,C,B,O,O,A,C,C,O,A,B,B+,O,B,A+,B+,B+,B+,B+,C,A,B,B+,O,A,B+,C,O,O,A+,A+,B,C,O,O,B+,A+,A+,7.728125
1188,B,B+,C,C,A,A,A,C,B,B+,B+,C,B+,A,C,B+,B+,A,A,O,B,O,A,C,A+,B+,O,A+,B,C,A+,C,C,B,B+,A,C,A,B+,A,A+,O,A,A+,A+,B,B,O,A,A+,O,O,C,A+,A+,A+,A,B+,B,A,7.5125
1189,A,A+,C,C,B+,O,B,O,A+,A,C,B+,C,A+,A+,A+,B+,A,A+,A+,A,B+,A,B+,A+,A,O,B+,A+,B+,A,B+,C,A+,A+,A+,C,B+,A+,B+,A,A,C,A+,O,A,A+,A+,B,B,C,B+,B,B+,A+,O,C,B,A,B+,7.61875
1190,C,B+,A+,B+,B,A,O,A,O,C,A+,A,C,B,O,O,O,B,C,A,B+,O,A+,A+,B+,O,B,B,B,B+,C,A+,B+,A+,C,C,C,B+,A+,B+,B,A,B+,B,B+,C,A,A+,A+,O,B+,B+,C,B+,O,B,C,B+,A+,A,7.2875
1191,B,B+,B+,O,C,B+,C,O,A+,B,B,A,A+,A+,A+,B,A+,B,C,C,A+,A+,A,A,B+,A+,A+,B,A+,B,B,C,B,O,O,O,B+,O,B,A,A,C,C,O,O,O,C,A,O,A+,A,A,C,O,B+,C,C,A,C,C,7.446875
1192,O,A,A,O,O,B,C,B,A,C,O,B,B,C,C,C,C,B+,O,B,O,A,B+,A,A+,A,B,C,C,A+,C,A,A,B,B,A+,B,B+,A+,C,A,O,O,A,C,A,A+,C,A,B+,B+,A,A,O,B,C,B+,B+,O,O,7.4375
1193,B,B+,C,C,O,A,A+,C,B+,A,A+,B+,O,B+,C,A+,B,O,C,A,O,B,A,A+,C,A+,B+,A+,B+,A,C,O,A+,B+,B,A+,B+,A,A+,A,A,C,B+,A+,A+,A,A+,B+,C,B,B,A,B+,A+,C,A+,A,O,C,B+,7.6875
1194,A+,B,C,B,O,O,A+,C,B,A,A+,C,O,O,O,B+,A,B+,O,B+,O,O,B,A+,O,O,O,B+,B+,O,A+,B+,B,B,C,C,B,B+,B+,A+,A+,A+,B,A,B+,B,B,B,A,A,O,O,C,A+,B+,B,B,B+,A+,A+,7.871875
1195,C,B+,B+,B+,O,B,A,B,B,B+,O,B+,A+,O,A,B+,B+,C,O,B,A+,B+,O,B+,A+,B,A,O,B+,B,C,O,A,B+,A+,A,B+,B,C,A,A+,O,A+,A,C,B,B,B+,B+,A,A+,O,B,A+,A+,B+,C,C,A+,A+,7.60625
1196,B,B,O,B,B,O,B,B+,A+,C,C,A+,O,A,C,B+,A,O,O,B+,O,B,C,O,A,B,B,A,B+,B,A,A+,A,B,B+,B,B,A,O,B+,B,C,C,A+,B+,B,B,B,C,O,A+,C,B+,A+,O,B+,O,C,C,A+,7.371875
1197,B,B+,B+,O,O,B,C,B+,C,A+,B+,A+,A,C,C,B,O,B+,B,A+,C,B+,B+,B,B+,B+,C,A,A+,A+,C,C,B,A+,B,B,A+,B,B,A,O,C,B,B+,C,B,C,B+,A+,A,O,B+,B+,B,O,B,B,B,B+,B,6.959375
1198,C,B+,B,B+,A,C,A,B,C,A,A,B+,B,B+,B+,C,C,A+,B,B,C,B+,B+,B,B+,A+,A+,A+,A,A,A,C,A,B+,C,B+,O,B,B+,A,B,C,A+,C,A,B+,A,C,A+,C,A,A,B,B,B,C,B,A,B+,B,6.90625
1199,O,A,B+,B+,C,A+,A+,C,C,A+,A,O,A+,C,A+,B+,O,B,A,B+,B+,B,C,B+,C,A+,C,A,C,A,C,O,A+,O,C,O,B,O,C,B+,B+,O,B,O,C,C,A+,A,C,O,B,B+,A,A+,O,A,B+,B+,O,O,7.659375
1200,B,C,A,B,A,A,A,A,A+,O,A,C,O,B+,B,A,A,B,A,C,A+,B,C,B,B,O,B,B,A,O,C,B+,B,A+,A,B,B+,B,A,A+,B+,B,A+,B+,A+,C,A+,A,A+,B,A,B+,B+,B+,C,A+,A,A,B,A+,7.5125
1201,A,B+,B,A+,B+,B,A+,A+,C,C,O,C,A,C,A,A+,C,B,B+,B,O,O,B+,A+,B,O,A+,C,A,B+,C,A+,C,B,B+,A,B,B,O,C,A,B,O,A,B+,C,B,B+,A+,B,C,B,A,O,A,A+,C,O,B+,C,7.15625
1202,B+,B,B,C,C,A+,C,A+,B,B+,C,C,B+,C,C,C,A,C,B+,A,A+,C,B+,B+,A+,B,A+,B,O,B,B,B,A,B,A,A+,A+,A,C,B,A+,B+,B,O,B,A+,C,A,C,B,B,B,B,B,A,C,B+,B+,A,B+,6.815625
1203,A,B+,C,B+,B,A+,A+,C,A+,A,B+,C,A,C,C,A+,A+,A,A,O,C,O,A,O,A+,O,B+,B,B+,A+,B,C,A,A,B+,A,O,O,C,A+,O,A+,B+,A,A+,B,C,A,B+,O,B,C,C,B+,B,B+,B+,O,A+,B,7.471875
1204,O,C,B,A+,C,O,B,B,B+,A+,B+,B+,A,B,B+,B,A,B,B+,C,B+,C,B+,O,A,O,B,A+,B+,A+,C,A,B+,B+,C,B,A+,O,A,B+,B+,A,A+,C,B,O,O,C,A,O,C,B,A+,A,B+,B,A,A+,C,A,7.375
1205,O,B+,A,B+,A+,C,B+,C,O,B,B+,A+,A+,A+,A,A,A,C,C,A,A,B,O,B+,B+,O,A+,A+,A,B+,B,C,B,A,A,A+,A+,B,A+,C,A,A+,B+,B,O,A+,O,B+,C,C,B+,A,O,A+,B,A+,A,O,A+,A+,7.84375
1206,A+,A,C,A,C,O,B,A,B,C,C,A+,A,A+,O,C,B,B,B+,C,C,B+,B+,O,B,O,C,B,A+,B+,A,O,A,C,A+,A+,B,A+,C,A+,B+,B,C,A+,O,B,A+,B+,A,B,B,B,A,O,B,C,A+,O,C,A,7.28125
